anio,caso,medio,link,fase_produccion,objetivo,pais,categoria,fecha,fase
2025.0,Scroll desarrolla Factivo 2.0 para versionar artículos en múltiples formatos personalizados con IA,Scroll,https://www.journalismai.info/programmes/innovation/innovation-challenge-2024/scroll,"Producción, Distribución",Difusión,India,Texto,2025-11-11,Distribución
2025.0,Scroll desarrolla Factivo 2.0 para versionar artículos en múltiples formatos personalizados con IA,Scroll,https://www.journalismai.info/programmes/innovation/innovation-challenge-2024/scroll,"Producción, Distribución",Difusión,India,Audio,2025-11-11,Producción
2025.0,Scroll desarrolla Factivo 2.0 para versionar artículos en múltiples formatos personalizados con IA,Scroll,https://www.journalismai.info/programmes/innovation/innovation-challenge-2024/scroll,"Producción, Distribución",Difusión,India,Audio,2025-11-11,Distribución
2025.0,Scroll desarrolla Factivo 2.0 para versionar artículos en múltiples formatos personalizados con IA,Scroll,https://www.journalismai.info/programmes/innovation/innovation-challenge-2024/scroll,"Producción, Distribución",Difusión,India,Video,2025-11-11,Producción
2025.0,Scroll desarrolla Factivo 2.0 para versionar artículos en múltiples formatos personalizados con IA,Scroll,https://www.journalismai.info/programmes/innovation/innovation-challenge-2024/scroll,"Producción, Distribución",Difusión,India,Video,2025-11-11,Distribución
2025.0,"Podcast de noticias personalizado generado con IA que permite a los usuarios elegir temas, voces y duración, creando resúmenes de actualidad adaptados a sus intereses y hábitos de consumo",The Washington Post,https://digiday.com/media/the-washington-post-debuts-ai-personalized-podcasts-to-hook-younger-listeners/,"Producción, Distribución","Participación, Difusión",Estados Unidos,Audio,2025-12-10,Producción
2025.0,"Podcast de noticias personalizado generado con IA que permite a los usuarios elegir temas, voces y duración, creando resúmenes de actualidad adaptados a sus intereses y hábitos de consumo",The Washington Post,https://digiday.com/media/the-washington-post-debuts-ai-personalized-podcasts-to-hook-younger-listeners/,"Producción, Distribución","Participación, Difusión",Estados Unidos,Audio,2025-12-10,Distribución
2025.0,"Factchequeado crea ChatMigrante, un chatbot con IA en WhatsApp para orientar a migrantes con información verificada",Factchequeado,https://awards.journalists.org/entries/chatmigrante-an-ai-powered-tool-that-supports-migrants-with-accurate-personalized-guidance-through-their-migratory-process/,Producción; Distribución,Participación,Estados Unidos,Texto,2025-09-11,Producción
2025.0,"Factchequeado crea ChatMigrante, un chatbot con IA en WhatsApp para orientar a migrantes con información verificada",Factchequeado,https://awards.journalists.org/entries/chatmigrante-an-ai-powered-tool-that-supports-migrants-with-accurate-personalized-guidance-through-their-migratory-process/,Producción; Distribución,Participación,Estados Unidos,Texto,2025-09-11,Distribución
2025.0,"Integración de IA como infraestructura para traducción en vivo, transcripción, resúmenes, archivo buscable y bots de apoyo editorial y publicitario",Delfi Meedia,https://www.newsroomrobots.com/p/how-estonias-media-giant-builds-ai,Previa,Eficiencia producción,Estonia,Análisis / investigación,2025-09-08,Previa
2025.0,"Integración de IA como infraestructura para traducción en vivo, transcripción, resúmenes, archivo buscable y bots de apoyo editorial y publicitario",Delfi Meedia,https://www.newsroomrobots.com/p/how-estonias-media-giant-builds-ai,Previa,Eficiencia producción,Estonia,Análisis / investigación,2025-09-08,Previa
2025.0,Desarrolla un sistema que transforma reportajes en cuestionarios interactivos revisados por editores.,Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Producción,Eficiencia producción,Estados Unidos,Texto,2025-08-06,Producción
2025.0,Chatbot que recomienda restaurantes a lectores usando bases de datos editoriales locales.,Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Distribución,Negocio,Estados Unidos,Personalización,2025-08-06,Distribución
2025.0,Herramienta interna que optimiza titulares y textos SEO integrados en flujos de trabajo periodísticos.,Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Producción,Eficiencia producción,Estados Unidos,Texto,2025-08-06,Producción
2025.0,"Sistema que transcribe, resume y publica información clave de reuniones gubernamentales locales.",Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Previa;Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-08-06,Previa
2025.0,"Sistema que transcribe, resume y publica información clave de reuniones gubernamentales locales.",Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Previa;Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-08-06,Producción
2025.0,"Sistema que transcribe, resume y publica información clave de reuniones gubernamentales locales.",Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Previa;Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-08-06,Previa
2025.0,"Sistema que transcribe, resume y publica información clave de reuniones gubernamentales locales.",Hearst Newspapers,https://newsmachines.beehiiv.com/p/hearst-dev-hub-ai-tools-that-work,Previa;Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-08-06,Producción
2025.0,"Full Fact usa IA generativa multimodal para detectar, extraer y priorizar afirmaciones de salud potencialmente dañinas en contenidos audiovisuales",Full Fact,https://generative-ai-newsroom.com/how-full-fact-uses-generative-ai-to-find-harmful-health-advice-b0e05382ab90,Previa,"Mejorar contenidos, Eficiencia producción",Reino Unido,Verificación,2025-01-15,Previa
2025.0,"Investigación del NYT que usa IA para rastrear discursos y páginas oficiales y detectar palabras que desaparecen bajo la administración Trump. Desaparecen términos vinculados a diversidad, género, inclusión y clima",The New York Times,https://www.youtube.com/live/zy0d57NTE9U,Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-03-07,Producción
2025.0,"Investigación del NYT que usa IA para rastrear discursos y páginas oficiales y detectar palabras que desaparecen bajo la administración Trump. Desaparecen términos vinculados a diversidad, género, inclusión y clima",The New York Times,https://www.youtube.com/live/zy0d57NTE9U,Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-03-07,Producción
2025.0,Chatbots de IA generativa para recomendar restaurantes a partir de archivos de críticas gastronómicas  ,San Francisco Chronicle y San Antonio Express-News,https://generative-ai-newsroom.com/the-newspapers-using-generative-ai-to-surface-restaurant-reviews-4ed4a75d21c2,Distribución,Difusión,Estados Unidos,Personalización,2025-07-16,Distribución
2025.0,Prototipo de agente de IA que combina SQL y búsqueda en PDFs para analizar el gasto en distritos TIF de Chicago,Prototipo,https://generative-ai-newsroom.com/agentic-search-for-investigative-journalism-43faa44ade99,Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-09-03,Producción
2025.0,Prototipo de agente de IA que combina SQL y búsqueda en PDFs para analizar el gasto en distritos TIF de Chicago,Prototipo,https://generative-ai-newsroom.com/agentic-search-for-investigative-journalism-43faa44ade99,Producción,Mejorar contenidos,Estados Unidos,Análisis / investigación,2025-09-03,Producción
2025.0,"El detector de IA de iTromsø destapa que el Ayuntamiento usó ChatGPT para un informe escolar, generando análisis genéricos sin contexto local, lo que evidencia el riesgo de perder el análisis territorial y encubrir errores de la IA",iTromsø,https://www.linkedin.com/feed/update/urn:li:activity:7376494297002676224/,Previa,Rendición de cuentas,Noruega,Análisis / investigación,2025-09-23,Previa
2025.0,"El detector de IA de iTromsø destapa que el Ayuntamiento usó ChatGPT para un informe escolar, generando análisis genéricos sin contexto local, lo que evidencia el riesgo de perder el análisis territorial y encubrir errores de la IA",iTromsø,https://www.linkedin.com/feed/update/urn:li:activity:7376494297002676224/,Previa,Rendición de cuentas,Noruega,Análisis / investigación,2025-09-23,Previa
2025.0,Herramienta «Juttuapuri»: uso de IA para generar borradores de noticias  que luego son revisados y editados por periodistas,Helsingin Sanomat,https://web.archive.org/web/20250727103805/https://www.hs.fi/kulttuuri/art-2000011203860.html,Producción,Eficiencia producción,Finlandia,Texto,2025-06-15,Producción
2025.0,Sistema de resúmenes generados con IA para acompañar artículos largos. Ofrecer bullet points que permitan a los lectores captar lo esencial de la noticia sin tener que leer todo el texto,BBC,https://www.bbc.co.uk/mediacentre/articles/2025/bbc-to-launch-new-generative-ai-pilot-bbc-sounds,Producción,Mejorar contenidos,Reino Unido,Texto,2025-06-27,Producción
2025.0,La BBC ha entrenado un LLM propio con miles de artículos suyos para adaptar textos de noticias a su libro de estilo,BBC,https://www.bbc.co.uk/mediacentre/2025/articles/bbc-to-launch-new-generative-ai-pilots-to-support-news-production/,Producción,"Eficiencia producción, IA Responsable",Reino Unido,Texto,2025-06-27,Producción
2025.0,"Tendencia detectada por Twipe: integración de resúmenes con IA, recomendaciones personalizadas y audio en apps de medios",Twipe,https://www.twipemobile.com/3-trends-in-publisher-app-strategy-in-2025/,Distribución,Difusión,Desconocido,Personalización,2025-09-03,Distribución
2025.0,"«Frag Mich»: chat de preguntas y respuestas con IA y tecnología RAG basado en artículos verificados de Südwest Presse, Märkische Oderzeitung y Lausitzer Rundschau",Neue Pressegesellschaft (NPG),https://www.retresco.de/presse/die-neue-pressegesellschaft-launcht-ki-gestutzten-artikel-chat-frag-mich-realisiert-gemeinsam-mit-retresco/,Distribución,Participación,Alemania,Personalización,2025-06-01,Distribución
2025.0,Integración de contenidos de The Economist en NotebookLM (Google),The Economist,https://notebooklm.google.com/notebook/5881d15d-7b82-4002-8613-df59b6eece4c,Distribución,Difusión,Reino Unido,Texto,2025-07-06,Distribución
2025.0,My Club Daily (boletines personalizados de fútbol con IA),BBC,https://www.bbc.co.uk/mediacentre/articles/2025/bbc-to-launch-new-generative-ai-pilot-bbc-sounds,Producción,Mejorar contenidos,Reino Unido,Audio,2025-08-14,Producción
2025.0,3Cat trabaja en un asistente con IA para generar descripciones de fotografías y mejorar la accesibilidad,3Cat,https://www.3cat.cat/premsa/3cat-incorporara-un-assistent-periodistic-basat-en-intelligencia-artificial-impulsat-per-la-secretaria-de-politiques-digitals-del-govern/nota-de-premsa/3355397/,Distribución,Difusión,España,Texto,2025-08-10,Distribución
2025.0,Clasificación automatizada con IA de 15 años de registros financieros de parlamentarios británicos,The Economist,https://view.e.economist.com/?qs=c7cea31b919860dd7a83890cc0d05bdb7f340d78be7fe166b642101a21b1abb20168e94c2d9682b1ea27d42ccb020993b0a33b9b0f1ddc17cd860b3407d33ea8b7d8bfb21b21ed8d5d09c0f6a05e798f,Previa,Mejorar contenidos,Reino Unido,Texto,2025-08-10,Previa
2025.0,Resumen automatizado de comentarios de usuarios (Comentario-Überblick mit KI),BR24,"https://www.br.de/nachrichten/wissen/wie-ki-den-inhalt-der-user-kommentare-bei-br24-zusammenfasst,UgNIPa2",Producción,Mejorar contenidos,Alemania,Texto,2025-05-16,Producción
2024.0,Análisis en tiempo real con IA del discurso presidencial del 28 de julio,El Comercio,https://elcomercio.pe/desde-la-redaccion/el-comercio-presenta-caso-de-exito-sobre-cobertura-presidencial-con-inteligencia-artificial-en-wan-ifra-latam-2025-noticia/?ref=ecr,Producción,Mejorar contenidos,Perú,Análisis / investigación,2024-07-28,Producción
2024.0,Análisis en tiempo real con IA del discurso presidencial del 28 de julio,El Comercio,https://elcomercio.pe/desde-la-redaccion/el-comercio-presenta-caso-de-exito-sobre-cobertura-presidencial-con-inteligencia-artificial-en-wan-ifra-latam-2025-noticia/?ref=ecr,Producción,Mejorar contenidos,Perú,Análisis / investigación,2024-07-28,Producción
2025.0,Análisis de la discografía de Shakira con IA como laboratorio técnico,El Comercio,https://elcomercio.pe/luces/shakira-discografia-datos-spotify-youtube-billboard-especdis-noticia/,Producción,,Perú,Texto,2025-08-10,Producción
2025.0,Análisis de la discografía de Shakira con IA como laboratorio técnico,El Comercio,https://elcomercio.pe/luces/shakira-discografia-datos-spotify-youtube-billboard-especdis-noticia/,Producción,,Perú,Video,2025-08-10,Producción
2025.0,"Uso de lenguajes de programación para automatizar tareas, analizar y visualizar datos en periodismo de datos en España",RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Texto,2025-04-01,Previa
2025.0,Aplicación de IA para identificar patrones y generar resúmenes en periodismo de datos,RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Texto,2025-04-01,Previa
2025.0,Empleo de IA para pulir y generar código en redacciones españolas,RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Texto,2025-04-01,Previa
2025.0,"Uso de ChatGPT, Julius y Aino.word para visualización, obtención y limpieza de datos",RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Texto,2025-04-01,Previa
2025.0,Uso de Midjourney para extraer datos de PDF borrosos y generar imágenes,RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Texto,2025-04-01,Previa
2025.0,Uso de Midjourney para extraer datos de PDF borrosos y generar imágenes,RVE; El País; elDiario.es; El Confidencial; Civio; Datadista; El Orden Mundial; StoryData; Relevo; Newtral; Maldita,https://mip.umh.es/blog/2025/04/01/hoja-calculo-linea-codigo-ia-periodismo-datos/,Previa,,España,Video,2025-04-01,Previa
2024.0,Generación de audio con voz natural de los autores a partir de textos periodísticos,La Nación,https://www.lanacion.com.ar/sociedad/ln-audio-ya-podes-leer-a-tus-autores-favoritos-ahora-los-vas-a-poder-escuchar-nid28102024/,Producción,,Argentina,Audio,2024-10-28,Producción
2025.0,Integración de IA en redacciones para apoyar la detección de desinformación ,"Maldita.es, EFE Verifica y Newtral",https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Verificación,2025-07-14,Previa
2025.0,Uso de ClaimHunter y ClaimCheck en Newtral para verificación automatizada,Newtral,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Verificación,2025-07-14,Previa
2025.0,Servicios de verificación en Maldita.es mediante chatbot de WhatsApp y detector de narrativas,Maldita.es,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Verificación,2025-07-14,Previa
2025.0,Automatización de tareas de verificación en EFE Verifica con herramientas como InVID,EFE Verifica,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Verificación,2025-07-14,Previa
2025.0,Uso de ChatGPT para automatizar contenidos como resultados deportivos,El Español,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Producción,,España,Texto,2025-07-14,Producción
2025.0,"Generación de ideas en secciones de moda, ocio y viajes con IA",El Español,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,"Generación de ideas en secciones de moda, ocio y viajes con IA",El Español,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,Uso de ChatGPT para resumir documentos legales extensos,El Español,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,Uso de ChatGPT para resumir documentos legales extensos,El Español,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,Acceso interno a ChatGPT con prompts predefinidos para apoyar la redacción,El Confidencial,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Producción,,España,Texto,2025-07-14,Producción
2025.0,Programa de experimentación controlada liderado por periodistas motivados,El Confidencial,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,Programa de experimentación controlada liderado por periodistas motivados,El Confidencial,https://www.cuadernosdeperiodistas.com/periodismo-en-la-era-del-algoritmo-practicas-y-uso-de-ia-en-las-redacciones-en-espana/,Previa,,España,Análisis / investigación,2025-07-14,Previa
2025.0,"AI for Newsrooms es una web impulsada por Sergei Yakupov, periodista residente en Lisboa, que reúne y actualiza iniciativas de inteligencia artificial aplicadas al periodismo. Incluye un apartado específico con ejemplos y recursos sobre el uso de IA en redacciones.",Several,(AI for Newsroom),Previa,,—,Texto,2025-07-04,Previa
2025.0,"AI for Newsrooms es una web impulsada por Sergei Yakupov, periodista residente en Lisboa, que reúne y actualiza iniciativas de inteligencia artificial aplicadas al periodismo. Incluye un apartado específico con ejemplos y recursos sobre el uso de IA en redacciones.",Several,(AI for Newsroom),Previa,,—,Video,2025-07-04,Previa
2025.0,"AI for Newsrooms es una web impulsada por Sergei Yakupov, periodista residente en Lisboa, que reúne y actualiza iniciativas de inteligencia artificial aplicadas al periodismo. Incluye un apartado específico con ejemplos y recursos sobre el uso de IA en redacciones.",Several,(AI for Newsroom),Previa,,—,Audio,2025-07-04,Previa
2025.0,"Herramientas propias de IA para mejorar la experiencia de lectura y fomentar la interacción. Sus artículos ahora incluyen resúmenes, ideas clave, secciones de preguntas y respuestas, y narración con voz sintética, lo que facilita una lectura más rápida y atractiva.",The Quint,(Wan-ifra),Distribución,,India,Texto,2025-06-26,Distribución
2025.0,"Herramientas propias de IA para mejorar la experiencia de lectura y fomentar la interacción. Sus artículos ahora incluyen resúmenes, ideas clave, secciones de preguntas y respuestas, y narración con voz sintética, lo que facilita una lectura más rápida y atractiva.",The Quint,(Wan-ifra),Distribución,,India,Audio,2025-06-26,Distribución
2025.0,"El asistente de voz ""Cooking Coach"", integrado con IA, ayuda a seguir recetas del portal Delish manteniendo las manos libres, lo que facilita su uso mientras se cocina.",Hearst,(Digiday),Producción,,Estados Unidos,Texto,2025-06-20,Producción
2025.0,"El asistente de voz ""Cooking Coach"", integrado con IA, ayuda a seguir recetas del portal Delish manteniendo las manos libres, lo que facilita su uso mientras se cocina.",Hearst,(Digiday),Producción,,Estados Unidos,Audio,2025-06-20,Producción
2025.0,The Economist ha publicado su edición anual 'The World Ahead' a través de Google NotebookLM. Los usuarios pueden interactuar con el contenido en varios formatos.,The Economist,(Linkedin),Previa,,Reino Unido,Texto,2025-07-17,Previa
2025.0,"Servicio de idiomas en francés, que permite a los lectores acceder a traducciones automáticas de noticias financieras y de inversión de última hora en tiempo real. Se espera que el servicio produzca traducciones ""fluidas"" de entre 500 y 1.000 noticias al día.",Dow Jones,(Nieman Lab),Previa,,Estados Unidos,Texto,2025-07-17,Previa
2025.0,"La herramienta de IA recopila y analiza información local de acceso público desde varias fuentes y la convierte en un boletín y un mensaje estilo WhatsApp. Una persona verifica el contenido, que se publica semanalmente de forma gratuita. El modelo de ingresos probablemente se basará en publicidad.",Spatz,(The Fix),Previa,,Suiza,Texto,2025-07-16,Previa
2025.0,Contenido de vídeo empaquetado con voz sintética en español y portugués para sus clientes. El idioma original es el inglés y los vídeos se traducen y narran usando tecnología de ElevenLabs.,Reuters,(Reuters),Producción,,Estados Unidos,Video,2025-07-15,Producción
2025.0,Busca y analiza noticias de todo el mundo y redacta artículos basados en esas fuentes en el idioma preferido del usuario. Las imágenes y vídeos provienen de Reuters y otras agencias de noticias reconocidas.,Freepress AI,(Freepress.ai),Previa,,Finlandia,Texto,2025-07-07,Previa
2025.0,"“Fortune Intelligence”, una nueva sección coescrita con IA bajo supervisión humana para acelerar la cobertura de noticias de última hora, gráficos y convertir un boletín en pódcast.",Fortune,(Fortune Intelligence),Distribución,,Estados Unidos,Texto,2025-07-07,Distribución
2025.0,"Herramienta que aconseja a los articulistas (externos) cómo redactar los artículos de manera que sigan unos patrones de storytelling (p. ej., final memorable, argumentos que sostengan la tesis, etc.).
",Washington Post,New York TImes,Producción,Millorar continguts,Estados Unidos,Texto,2025-06-03,Producción
2025.0,"EL PAÍS lanza Vera EL PAÍS, un asistente conversacional con inteligencia artificial",El País,,Distribución,"Difusió, Participació",España,Texto,2025-03-26,Distribución
2025.0,BBC lanza web en de noticias en polaco para combatir desinformación en Polonia,BBC,BBC,Producción,Difusió,Reino Unido,Texto,2025-06-06,Producción
2025.0,"Una herramienta de vídeo a texto que transcribe vídeos, reconoce sus imágenes, realiza un análisis del contenido con IA, elabora una sinopsis con transcripciones y genera una noticia en el formato deseado.",Aftonbladet,(LinkedIn),Producción,Eficiència producció,Suecia,Video,2025-05-26,Producción
2025.0,"Una herramienta de vídeo a texto que transcribe vídeos, reconoce sus imágenes, realiza un análisis del contenido con IA, elabora una sinopsis con transcripciones y genera una noticia en el formato deseado.",Aftonbladet,(LinkedIn),Producción,Eficiència producció,Suecia,Texto,2025-05-26,Producción
2025.0,Un chatbot en japonés integrado en los artículos que sugiere preguntas a los lectores para fomentar la reflexión y el debate.,Nikkei,(Reuters Institute),Distribución,"Participació, Millorar continguts",Japón,Texto,2025-05-20,Distribución
2024.0,"Buscador Ask the Post con IA, con prompts organizados para el usuario según categorías temáticas. Las respuestas se adaptan al ciclo de noticias y a las necesidades actuales.",Washington Post,(WP),Distribución,"Participació, Millorar continguts",Estados Unidos,Texto,2025-05-20,Distribución
2025.0,"Resume comentarios de los lectores para favorecer el diálogo. Los resúmenes se muestran junto al artículo, agrupando opiniones y destacando los temas clave para fomentar un debate constructivo.",Bayerischer Rundfunk,(BR),Distribución,"Millorar continguts, Participació",Alemania,Texto,2025-05-16,Distribución
2025.0,Asistente que atiende llamadas de clientes sobre suscripciones e incidencias habituales. También se está probando para llamadas logísticas con repartidores de prensa.,Rheinische Post,(Wan-Ifra),Distribución,Eficiència producció,Alemania,Texto,2025-05-15,Distribución
2025.0,Asistente que atiende llamadas de clientes sobre suscripciones e incidencias habituales. También se está probando para llamadas logísticas con repartidores de prensa.,Rheinische Post,(Wan-Ifra),Distribución,Eficiència producció,Alemania,Audio,2025-05-15,Distribución
2025.0,"Servicio de noticias generativas disponible en 50 idiomas, ""HejVG"", que evoluciona a partir de una beta pública anterior.",Aftonbladet & VG,"(LinkedIn, Aftonbladet, VG)",Producción,"Eficiència producció, Difusió","Suecia, Noruega",Texto,2025-05-05,Producción
2025.0,IA para identificar y priorizar afirmaciones falsas o perjudiciales en temas de salud. Mejora los sistemas anteriores basados solo en palabras clave y temas.,Full Fact,(Medium),Previa,Millorar continguts,Reino Unido,Texto,2025-05-01,Previa
2025.0,IA para identificar y priorizar afirmaciones falsas o perjudiciales en temas de salud. Mejora los sistemas anteriores basados solo en palabras clave y temas.,Full Fact,(Medium),Previa,Millorar continguts,Reino Unido,Verificación,2025-05-01,Previa
2025.0,El bot fiscal del Wall Street Journal responde preguntas (mientras los lectores intentan hacerlo fallar).,Wall Street Journal,inma,Distribución,"Participació, Eficiència producció, Difusió",Estados Unidos,Texto,2025-04-29,Distribución
2025.0,Un chatbot llamado Lars ayuda con preguntas sobre impuestos en Estados Unidos.,Wall Street Journal,(INMA),Producción,"Participació, Difusió, Negoci",Estados Unidos,Texto,2025-04-29,Producción
2025.0," IA en tareas editoriales: transferencia de noticias, redacción, análisis de datos y publicación.",Better Collective,(NAMS/Reuters),Producción,Eficiència producció,Dinamarca,Texto,2025-04-25,Producción
2025.0," IA en tareas editoriales: transferencia de noticias, redacción, análisis de datos y publicación.",Better Collective,(NAMS/Reuters),Producción,Eficiència producció,Dinamarca,Análisis / investigación,2025-04-25,Producción
2025.0," IA en tareas editoriales: transferencia de noticias, redacción, análisis de datos y publicación.",Better Collective,(NAMS/Reuters),Producción,Eficiència producció,Dinamarca,Análisis / investigación,2025-04-25,Producción
2025.0,Los usuarios pueden personalizar la oferta de la emisora para la zona en la que viven.,Bayerischer Rundfunk (BR),1 BR-  2- EBU ,Distribución,Difusió,Alemania,Accesibilidad,2025-04-23,Distribución
2025.0,Los usuarios pueden personalizar la oferta de la emisora para la zona en la que viven.,Bayerischer Rundfunk (BR),1 BR-  2- EBU ,Distribución,Difusió,Alemania,Personalización,2025-04-23,Distribución
2025.0,Creación de resúmenes automáticos multilingües para facilitar la lectura en diferentes idiomas y mejorar el acceso al contenido.,Süddeutsche Zeitung,(SD),Producción,Difusió,Alemania,Texto,2025-04-17,Producción
2025.0,Creación de resúmenes automáticos multilingües para facilitar la lectura en diferentes idiomas y mejorar el acceso al contenido.,Süddeutsche Zeitung,(SD),Producción,Difusió,Alemania,Accesibilidad,2025-04-17,Producción
2025.0,La IA generativa permite nuevos niveles de personalización publicitaria contextual. Analiza tanto el contenido como la emoción del artículo para mejorar su eficacia publicitaria.,United Daily News,(INMA),Distribución,Negoci,Taiwán,Texto,2025-04-17,Distribución
2025.0,Chatbot para consultas municipales y electorales regionales en Finlandia.,Itellahti,(Itellahti),Distribución,"Millorar continguts, Participació",Finlandia,Texto,2025-04-07,Distribución
2025.0,"Análisis de discursos del presidente argentino mediante IA y modelos de PLN. Detectan patrones retóricos, insultos, hipérboles y referencias religiosas. Se procesaron 89 horas de audio y más de 739.000 palabras.
",La Nacion,(Wan-Ifra),Previa,"Millorar continguts, Eficiència producció",Argentina,Texto,2025-04-07,Previa
2025.0,"Análisis de discursos del presidente argentino mediante IA y modelos de PLN. Detectan patrones retóricos, insultos, hipérboles y referencias religiosas. Se procesaron 89 horas de audio y más de 739.000 palabras.
",La Nacion,(Wan-Ifra),Previa,"Millorar continguts, Eficiència producció",Argentina,Audio,2025-04-07,Previa
2025.0,La herramienta AIWA automatiza informes meteorológicos locales en cinco idiomas. Publica 80 artículos al día y ha sido clave para la expansión de Ringier en Europa.,Ringier,(Ringier),Producción,Difusió,Eslovaquia,Texto,2025-04-03,Producción
2025.0,La empresa sueca Notisen Media ha lanzado tres nuevos sitios web locales con IA integrada.,Notisen Media,(Dagens Media),Producción,Difusió,Suecia,Texto,2025-04-02,Producción
2025.0,Nuevo servicio de IA personalizado de VG que ofrece un resumen de lo publicado desde la última visita del usuario.,VG/Schibsted Media,(LinkedIn),Producción,Difusió,Noruega,Texto,2025-03-31,Producción
2025.0,Servicio beta de noticias generativas.,Aftonbladet/Schibsted Media,Reuters Institute,Producción,,Suecia (Noruega),Texto,2025-03-31,Producción
2025.0,"El equipo de BBC Sport ha creado una herramienta que convierte audio de radio deportiva en texto en tiempo real, identificando acciones relevantes y resumiéndolas. Los periodistas pueden revisarlo antes de publicarlo en la web. Directos en la web.
",BBC,(Reuters Institute),Producción,,Reino Unido,Texto,2025-03-26,Producción
2025.0,"El equipo de BBC Sport ha creado una herramienta que convierte audio de radio deportiva en texto en tiempo real, identificando acciones relevantes y resumiéndolas. Los periodistas pueden revisarlo antes de publicarlo en la web. Directos en la web.
",BBC,(Reuters Institute),Producción,,Reino Unido,Audio,2025-03-26,Producción
